,id,title,canonical title,imdbIndex,kind,year,rating,mpaa,votes,runtimes,color info,genres,languages,plot,countries,director,writer,cast,certificates,Action,Adventure,Adult,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Short,Thriller,War,Western,Talk-Show,News,Game-Show,Reality-TV,History,Sport
78,tt0035677,Black Hills Express,Black Hills Express,null,movie,1943,5.7,null,7,[u'56'],[u'Black and White'],[u'Western'],[u'English'],"[u'Lon Walker is an outlaw with a price on his head, but the manager, Raymond Harper, of the Black Hills Division of Wells Fargo is sure Lon is the only man tough enough to stop the holdups that are ruining the company\'s business. Against the protests of Marshal Harvey Dorman and banker James Phelps, Lon is given the job. Dorman sourly agrees to give Lon thirty days immunity from arrest to complete the task. He refuses at first but when he and Deputy Sheriff Deadeye learn that Mr. Southern, father of recent-arrival Gail, has been murdered in a stagecoach robbery, he accepts. Local gunfighter Vic Fowler vows to get him if he carries on, and he has to shoot another gunmen, Bart Cassidy, when baited into a fight in the saloon. Through Gail, who works in the bank, Lon learns that someone using the name ""Namrod"" has been making large deposits in the bank on dates and amounts that correspond to the stage robberies. He notices that the spelling of ""Namrod"" backwards is Dorman, but he still has no actual proof that the Marshal is on the receiving end of the robberies.']",[u'USA'],['John English'],"['Fred Myton', 'Norman S. Hall', 'Fred Myton']","[""Don 'Red' Barry"", 'Wally Vernon', 'Ariel Heath', 'George J. Lewis', 'William Halligan', 'Hooper Atchley', 'Charles Miller', 'Pierce Lyden', 'Jack Rockwell', 'Bob Kortman', 'Al Taylor', 'Wheaton Chambers', 'Curley Dresden', 'Frank Ellis', 'Neal Hart', 'Reed Howes', 'Ray Jones', 'Eddie Juaregui', 'Milton Kibbee', 'Isabel La Mal', 'Tom London', 'LeRoy Mason', 'Buck Moulton', ""Fox O'Callahan"", 'Marshall Reed', 'Matty Roubert', 'Carl Sepulveda', 'Tom Smith', 'Dan White', 'Herman Willingham']",null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
79,tt0045176,Son of Geronimo: Apache Avenger,Son of Geronimo: Apache Avenger,null,movie,1952,7.6,null,21,[u'USA:240::(15 episodes)'],[u'Black and White'],[u'Western'],[u'English'],"[u'Columbia\'s 50th serial (between ""Blackhawk"" and ""The Lost Planet"") and made during the production season, 1952-53, when Clayton Moore left ""The Lone Ranger"" television series and was replaced by John Hart for a year. Story has frontier trouble-shooter Jim Scott seeking to put an end to the bloodshed between whites and Indians on the Western frontier. He is aided by Tulsa, the boss of a wagon train, and by frontier settlers Frank Baker and his sister Ann. A band of Apaches headed by Porico, son of Geronimo, continually attack the settlers, their wagon trains and a new stage line. In vain Jim seeks a meeting with Geronimo. A band of white renegades, led by Ace Devlin and Rance Rankin, manage to worsen the situation. After scores of savage battles and hair-raising escapes (14 to be exact, as Chapter 15, ""The Peace Treaty,"" had no need for a cliffhanger), Jim succeeds in killing or capturing the outlaws, and convinces Porico to arrange a peace-accomplishing mission with Geronimo.']",[u'USA'],['Spencer Gordon Bennet'],"['George H. Plympton', 'Royal K. Cole', 'Arthur Hoerl', 'George H. Plympton', 'Royal K. Cole', 'Arthur Hoerl']","['Clayton Moore', 'Bud Osborne', 'Tommy Farrell', 'Rodd Redwing', 'Marshall Reed', 'Eileen Rowe', 'John Crawford', 'Zon Murray', 'Rick Vallin', 'Lyle Talbot', 'Chief Yowlachie', 'Al Cantor', 'John L. Cason', 'Anthony Dante', 'Frank Ellis', 'Robert Geronimo', 'Knox Manning', 'Frank Matts', 'Sandy Sanders', 'Charles Soldani', 'Wally West']",null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
80,tt0069173,null,null,null,movie,1972,5.2,null,31,[u'90'],[u'Color::(Eastmancolor)'],[u'Drama'],[u'French'],"[u""The young Helene searching for love because of missing her dead mother is falling in love with her fathers bisexual girlfriend Tamara who has a strong personality and knows exactly how to manipulate the people under her influence. Tamara involves Helene in a lesbian relationship but still follows her aim to marry Helene's father, a rich citizen in a little French town.""]","[u'Italy', u'France']",['Guy Casaril'],null,null,null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,tt0087334,The Gin Game,"Gin Game, The",null,tv movie,1981,8.1,null,96,[u'83'],[u'Color'],[u'Drama'],[u'English'],"[u""Set in an old folks home, senior citizen Weller Martin has the disease of Old Age, meets an old woman named Fonsia Dorsey who's diabetic. They both discuss issues such as society, the hospitals, money, families, and the folks home where they live, over a game of Gin Rummy. Fonsia has never played before so Weller teachers her, instantly she goes on a winning streak, making it very hard for Weller not to lose his temper. But he does."", u'Weller Martin challenges his new friend Fonsia Dorsey to a game of Gin. But is suddenly in for more than he wagers.']",[u'USA'],['Terry Hughes'],['D.L. Coburn'],"['Jessica Tandy', 'Hume Cronyn']",null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,tt0121148,Ci ke lie zhuan,Ci ke lie zhuan,null,movie,1980,5.5,null,14,null,null,[u'Action'],[u'Mandarin'],[u'Historic swordplay of epic proportions tells the story about a hired assassin paid to assassinate the king'],[u'Taiwan'],['Hsueh Li Pao'],"['Shu Mei Chin', 'Ma Sze']","['Chung-Kuei Chang', 'Sha Chao', 'Ting Chao', 'David Chiang', 'Hsien-Cheng Chou', 'Ben Ko Chu', 'Han Chang Hu', 'Wen-Yui Hui', 'Chang Sheng Ko', 'Danny Lee', 'Ching-ching Li', 'Ge Liu', 'Wei Lu', 'Szu-Cheng Mu', 'Te-Yun Pei', 'Yun-hui Peng', 'Szu Shih', 'Yi Si', 'Hung Tsai', 'Kuo Hui Wang', 'Ching Wong', 'Chia-Hsiang Wu']",null,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,tt0123526,Blonds Have More Fun,Blonds Have More Fun,null,movie,1979,5.9,null,33,[u'89'],[u'Color'],"[u'Adult', u'Comedy']",[u'English'],"[u'Herb is a two-time con artist whom schemes with his partner Brains and his teenage assistant Wendy Wilson to create a new type of love potion. But when it sells big Herb does not expect the results to be this gratifying when all over San Francisco do people whom drink from it get the instable urge for sex, from a derelict in a local whorehouse, to lovers in quarrel, and the various customers.', u'A love potion sold at a health-food store, which was invented by a crafty con artist, causes the whole city of San Francisco to go sex crazy.']",[u'USA'],['John Seeman'],null,"['Jack Wright', 'Dorothy LeMay', 'Fable and Uno', 'Phaery Burd', 'Mick South', 'Jesie St. James', 'Billy Dee', 'Suzannah French', 'John Leslie', 'Lynn Lucas', 'Max Devoe', 'Amber Rae', 'Gayano', 'Anubodh', 'Diana Holt', 'Ken Scudder', 'Lysa Thatcher', 'Nikki Anderson', 'Lisa K. Loring', 'Jesse Collins', 'Seka', 'John Seeman', 'Jerry Abrams', 'Chris Cassidy', 'Herschel Savage']",null,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,tt0123638,The New Erotic Adventures of Casanova,"New Erotic Adventures of Casanova, The",null,movie,1977,7.1,null,39,[u'USA:80'],[u'Color'],[u'Adult'],[u'English'],"[u""Casanova's great-grandson discovers his erotic charms and embarks on a sensual journey.""]",[u'USA'],"['John Holmes', 'Carlos Tobalina']",['Edgar G. Warren'],"['John Holmes', 'Susan Silver', 'Peter Johns', 'Jane Goodman', 'Will Verdi', 'Rock Steadie', 'Dave Reagan', 'Cathy Linger', 'Bridgette Felina', 'Bob Dwyer', 'Diane Bills', 'Susan Catherine', 'Nancy Hoffman', 'Iris Medina', 'Tory Jeffery', 'Maureen Spring', ""Tracy O'Neil"", 'Justine Taylor', 'Paula Wain', 'Blair Harris', 'Suzannah French', 'Phaedra Grant', 'John Seeman', 'David Book', 'Kay Parker', 'Sandy Pinney', 'Carl Regal', 'Mary Grant', 'Mimi Morgan', 'Jack Wakeland', 'Vicky Lindsay', 'Sonya Spizer', 'Charles Thrugood', 'Bonnie Holiday', 'Bob McCloud', 'Christine Kelly', 'Howard Moses', 'Sandra Light', 'Ray Wells', 'Linda Winston', 'Don Fernando']",null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,tt0144192,null,null,null,movie,1978,7.0,null,17,[u'92'],[u'Black and White'],[u'Drama'],[u'Hungarian'],null,[u'Hungary'],['Judit Ember'],null,null,null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,tt0151720,null,null,null,tv movie,1984,7.1,null,41,[u'172'],[u'Color'],[u'Drama'],[u'Swedish'],"[u""A small hotel in Sweden during the 60's. An intense day and night. The proprietors family in decay. An alcoholic father, a morbid chain-smoking mother and their sons George.""]",[u'Sweden'],null,null,"['Percy Brandt', 'Lena Brogren', 'Lars-Erik Berenett', 'Reine Brynolfsson']",null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,tt0157844,Jagir,Jagir,null,movie,1984,7.2,null,91,[u'135'],[u'Color'],"[u'Action', u'Crime', u'Drama']",[u'Hindi'],"[u""The compassionate widower Raja of Anjangadh, Shoorveer Singh, who knows the location of immense wealth belonging to his kingdom, is betrayed by his brother, Digambar Singh, and killed. His young son is separated from him, while his loyal employee, Mangal Singh, is not only tortured but also loses his right arm at the hands of Daku Lakhan Singh, an associate of Digambar, and his son is allegedly killed. Years later, Shoorveer and Mangal's sons re-surface as Shankar and Sanga respectively, and join forces with Danny D'Souza, who is on the lookout for the male who killed his wife, Monica. The trio will soon be pitted against Lakhan, who is now known as Suryapratap Singh; his son, Ranjeet; an army of goons; including a seven-foot giant, Django D'Costa, who has teeth made of iron. Things become complicated when they find out that Sanga is in love with Suryapratap's daughter, Asha."", u'Three men attempt to seek vengeance against their oppressors.']",[u'India'],['Pramod Chakravorty'],['Sachin Bhowmick'],"['Dharmendra', 'Zeenat Aman', 'Mithun Chakraborty', 'Shoma Anand', 'Danny Denzongpa', 'Azad', 'Beena Banerjee', 'Bharat Bhushan', 'Birbal', 'R.S. Chopra', 'Bob Christo', 'Tarun Ghosh', 'Iftekhar', 'Kamal Kapoor', 'Praveen Kumar', 'Sujit Kumar', 'Subroto Mahapatra', 'Mac Mohan', 'Baby Pinky', 'Pran', 'Amrish Puri', 'Rajkishore Rana', 'Ranjeet', 'Master Ravi', 'Amol Sen', 'Asit Kumar Sen', 'Sunder Taneja', 'Priyanka Upendra', 'Ashalata Wabgaonkar', 'Priti Sapru Walia']",null,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,tt0158306,Une nuit de folies,Une nuit de folies,null,movie,1934,5.7,null,7,[u'90'],[u'Black and White'],[u'Comedy'],[u'French'],null,[u'France'],['Maurice Cammage'],null,null,null,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,tt0167334,Personkrets 3:1,Personkrets 3:1,null,tv movie,1998,8.3,null,41,[u'260'],[u'Color'],[u'Drama'],[u'Swedish'],"[u'A lot of hell and very little heaven heaven among homeless and damaged characters in Stockholm. The young heroin addict couple, the slippery pimp, a mentally ill poet, are some of the personalities we are being served.']",[u'Sweden'],['Arn-Henrik Blomqvist'],null,null,null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,tt0188486,Casanova II,Casanova II,null,movie,1982,4.9,null,21,[u'91'],[u'Color'],"[u'Adult', u'Biography', u'Drama', u'Fantasy', u'History']",[u'English'],null,[u'USA'],"['Carlos Tobalina', 'John Holmes']","['Edgar G. Warren', 'Carlos Tobalina']","['John Holmes', 'Jesie St. James', 'Rhonda Jo Petty', 'Danielle', 'Sheila Parks', 'Bjorn Beck', 'Ann Perry', 'Maria Pia', 'Carlos Tobalina', 'William Margold', 'Cathy Linger', 'William Kirschner', 'Linda Digeone', 'Dorian Kulp', 'Rick Ardon', 'David Book', 'Bob Dwyer', 'Bridgette Felina', 'Don Fernando', 'Suzannah French', 'Jane Goodman', 'Phaedra Grant', 'Reggie Gunn', 'Kathy Harcourt', 'Blair Harris', 'Bonnie Holiday', 'Kevin James', 'Tory Jeffery', 'Peter Johns', 'Christine Kelly', 'Sandra Light', 'Vicky Lindsay', 'Bob McCloud', 'Mimi Morgan', 'Howard Moses', ""Tracy O'Neil"", 'Blake Palmer', 'Kay Parker', 'Sandy Pinney', 'Dave Reagan', 'Carl Regal', 'John Seeman', 'Kitty Shayne', 'Susan Silver', 'Sonya Spizer', 'Maureen Spring', 'Rock Steadie', 'Justine Taylor', 'Charles Thrugood', 'Maria Tortuga', 'Will Verdi', 'Paula Wain', 'Ray Wells', 'Linda Winston']",null,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
91,tt0192748,The Vigilantes Ride,"Vigilantes Ride, The",null,movie,1943,null,null,null,[u'56'],[u'Black and White'],"[u'Adventure', u'Music', u'Romance', u'Western']",[u'English'],"[u'Utilizing a plot that Columbia had used twice before with Buck Jones and again with Charles Starrett, this version shifts the state of the Rangers from Texas to Arizona, where Ranger Rod Saunders is killed by a band of outlaws and his brother Ranger Lucky Saunders swears to avenge his death. The outlaws, led secretly by town businessman Anse Rankin, have been terrorizing the town and the citizens. Rankin accuses the Rangers of being unable to cope with the situation and organizes a Vigilante Defense League, with himself as the head and with the intent of forcing the ranchers to pay tribute for protection against his own gang. Lucky, working with Captain Randall, resigns in disgrace from the Rangers and pretends to go over to the side of the outlaws.', u'When Rangers Lucky and his brother chase outlaws, the brother is killed. To find the killer Lucky quits the Rangers and robs the bank. This gets him into the outlaw gang where he learns of their next raid. Sneaking out at night he tells his girl friend who must now convince the Sheriff that Lucky is not an outlaw and that he must sent his men out to catch the gang.']",[u'USA'],['William Berke'],['Ed Earl Repp'],"['Russell Hayden', 'Dub Taylor', 'Bob Wills', 'Playboys The Texas', 'Jesse Ashlock', 'Silver Tip Baker', 'Lester Barnard Jr.', 'Barney Beasley', 'Dick Botiller', 'Stanley Brown', 'John L. Cason', 'Tristram Coffin', 'Tex Cooper', 'Rube Dalroy', 'Jack Evans', 'Herman Hack', 'Jack Kirk', 'Bob Kortman', 'Leon McAuliffe', 'Shirley Patterson', 'Benny Petti', 'Jack Rockwell', 'Matty Roubert', 'Cotton Thompson', 'Blackie Whiteford', 'Luther Wills']",null,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
92,tt0196056,Robins Nest,Robins Nest,null,movie,1980,5.2,null,19,[u'80'],[u'Color'],[u'Adult'],[u'English'],[u'Newlyweds Robin and Alan find themselves stuck in a stale and unhappy marriage after only six months of living together. The couple decide to separate and seek sexual satisfaction from others in an attempt to rectify the situation.'],[u'USA'],['Victor Bertini'],['Victor Bertini'],"['Samantha Fox', 'Eric Edwards', 'Arcadia Lake', 'Paul Thomas', 'Robin Byrd', 'Marcia Mager', 'Crystal Day']",null,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,tt0259494,Payal Ki Jhankar,Payal Ki Jhankar,null,movie,1968,4.5,null,10,null,[u'Color'],"[u'Action', u'Adventure', u'Comedy', u'Drama', u'Romance']",[u'Hindi'],"[u""While taking a break in the bush, Shyam, a painter and musician, meets with Pammi, a jungle beauty who has a herd of elephants at her command. Both dramatically fall in love, but must part company temporarily in order to let him seek his mother's blessings and get married. When Shyam returns home, his mother, Sita, is relieved to see him alive as she had been told by Diwan that he had been missing. Shortly thereafter, he will be introduced to Kala, the daughter of his mother's late friend, Kamla, who, his mother's hopes, will be her future daughter-in-law. On the occasion of his birthday, Kala and established dancer/singer, Shalini Kapoor, have a competition, a conniving Diwan arranges an accident which results in Kala's abduction, while Shyam passes out. When he does regain his senses he is unable to remember anything/anybody. Watch what impact this incident has on his mother."", u""A jungle beauty, conniving employees, mother's pressure to get married and memory loss complicate a wealthy male's life.""]",[u'India'],['M.V. Raman'],['Rajendra Krishan'],"['Kishore Kumar', 'Jyoti Laxmi', 'Rajshri', 'Dhumal', 'Moppet Raja', 'Baby Farida', 'Master Shahid', 'P. Kailash', 'Rajendra', 'Sulochana Chatterjee', 'Rehman', 'Jyothi Lakshmi', 'Rani']",null,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
94,tt0261242,Rock and the Alien,Rock and the Alien,null,movie,1988,4.6,null,25,"[u'Brazil:82', u'Germany:79']",[u'Color'],[u'Sci-Fi'],[u'English'],null,[u'USA'],['Dionysius Zervos'],['Dionysius Zervos'],"['Henry Coleman', 'Tamela Glenn', 'Gregory Harvey', 'Vic Noto', 'Harry Sands', 'Dionysius Zervos']",null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
95,tt0295675,La ville des silences,"ville des silences, La",null,movie,1979,6.2,null,6,[u'100'],[u'Color::(Eastmancolor)'],[u'Crime'],[u'French'],null,[u'France'],['Jean Marboeuf'],['Jean Marboeuf'],null,null,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,tt0330063,Binghae,Binghae,null,movie,1987,null,null,null,[u'105'],[u'Color'],"[u'Drama', u'Romance']",[u'Korean'],null,[u'South Korea'],null,null,"['Yun-jeong Heo', 'Kung-won Nam', 'Jin-hie Han', 'Jae-sun Jeong', 'Suk Jeon']",null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,tt0330604,Manim,Manim,null,movie,1987,null,null,null,[u'91'],[u'Color'],"[u'Drama', u'Romance']",[u'Korean'],null,[u'South Korea'],['In Soo Kim'],['So-won Na'],"['Il-seob Baek', 'Mun-hie Kim', 'Seong-min Hong', 'Jin-hie Park']",null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98,tt0404952,null,null,null,movie,2003,5.2,null,10,[u'76'],[u'Color'],[u'Documentary'],[u'Portuguese'],"[u'Documentary about Brazilian photographer Evandro Teixeira, important name in journalism, in activity for more than 37 years, during which he documented national and international events.']",[u'Brazil'],['Paulo Fontenelle'],['Paulo Fontenelle'],null,null,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,tt0439684,Lotus,Lotus,null,movie,2004,5.7,null,18,[u'95'],[u'Color'],[u'Drama'],[u'Romanian'],null,[u'Romania'],null,['Constantin Popescu'],null,null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,tt0491015,Kidan,Kidan,null,movie,2005,5.5,null,17,null,[u'Color'],"[u'Horror', u'Mystery']",[u'Japanese'],"[u'Satomi is a research student who travels to northern Japan seeking reported olden Christian relics. On the island of Hokkaido and in a village, odd deeds are occurring. As such, she bands together with another researcher and locals to uncover the truth and understand the infernal happenings of which there are many.']",[u'Japan'],['Takashi Komatsu'],null,null,null,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,tt0824692,Motoboys: Vida loca,Motoboys: Vida loca,null,movie,2003,7.5,null,26,[u'Brazil:53'],[u'Color'],[u'Documentary'],[u'Portuguese'],"[u'In Sao Paulo, there are some 250 thousand messenger boys on motorbikes. Three die a day, on average. The film addresses the root of the question and follows along with the day-to-day life of five motoboys. The film also shows the drivers\' point of view. The director says he decided to broach the subject six years ago when he saw the tremendous growth in the number of messenger boys in town: ""I realized that this was the result both unemployment in legal jobs and crazy city traffic, where cars always come first. Nothing more contemporary in Sao Paulo than the motoboys. This is a city that seems to crush human beings in order to grow and the motorboys are it.""']",[u'Brazil'],['Caito Ortiz'],['Giuliano Cedroni'],null,null,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,tt0830565,L'homme de ta vie,"homme de ta vie, L'",null,tv movie,2006,4.8,null,10,[u'90'],[u'Color'],"[u'Comedy', u'Romance']",[u'French'],null,"[u'Switzerland', u'Belgium', u'France']",['Laurence Katrian'],null,null,null,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
103,tt0867203,This Life + 10,This Life + 10,null,tv movie,2007,6.1,null,296,[u'UK:90'],[u'Color'],[u'Drama'],[u'English'],"[u""In the one-off special viewers will discover how the group's lives have changed since they last saw them. One of them has become a commercial success after writing a book based on their friendship, and a TV production company is keen to film the group's reunion."", u""The friends reunite for Ferdy's funeral and old tensions rise.""]",[u'UK'],['Joe Ahearne'],['Amy Jenkins'],null,null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,tt1020763,Children of Pleasure,Children of Pleasure,null,movie,1930,6.5,null,72,[u'70'],[u'Black and White'],"[u'Comedy', u'Musical', u'Romance']",[u'English'],"[u""Successful songwriter falls for society girl who is just playing around. He doesn't realize that his girl-Friday is the one he really loves until it is almost too late. Although he is dazzled by high society, he overhears the society girl's admission of just fooling in time to avoid marriage. Played against a theatrical backdrop, there are lots of songs and production numbers.""]",[u'USA'],['Harry Beaumont'],"['Crane Wilbur', 'Richard Schayer', 'Robert E. Hopkins']","['Lawrence Gray', 'Wynne Gibson', 'Judith Wood', 'Kenneth Thomson', 'Lee Kohlmar', 'May Boley', 'Benny Rubin', 'Jack Benny', 'Sidney Bracey', 'Eddie Bush', 'Rosalind Byrne', 'Mary Carlisle', 'Carrie Daumery', 'Drew Demorest', 'Ann Dvorak', 'Jay Eaton', 'Cliff Edwards', 'Paul Gibbons', 'Maude Turner Gordon', 'Edward Martindel', 'Doris McMahon', ""William H. O'Brien"", 'Hal Price', 'Herbert Prior', 'Bill Seckler', 'Polly Ann Young']",null,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
105,tt1357108,Rop til veggen,Rop til veggen,null,movie,2002,null,null,null,[u'Norway:15'],[u'Color'],"[u'Short', u'Drama']",[u'Norwegian'],"[u""One single incident can totally revolt a person's way of viewing his life. Just like that, Bj\xf8rnar Tron receives a letter posted to his ex-girlfriend Linn. By reflex he crumples the letter immediately, only too late to see that he is being watched. He gradually realizes that he's been totally numbed ever since Linn left him. Bj\xf8rnar starts an awkward but desperate search for help. How could one fight one's rapidly growing sense of solitude when one does not know whom to turn to?""]",[u'Norway'],['Magne Pettersen'],['Magne Pettersen'],null,null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
106,tt1593727,Episode #1.14138,Episode #1.14138,null,episode,2003,null,null,null,null,null,"[u'Drama', u'Romance']",[u'English'],null,[u'USA'],null,null,"['Gavin Houston', 'Chas Brewer', 'Kim Brockington', 'Beth Chamberlin', 'Colleen Dion', 'Maureen Garrett', 'Kim Zimmer', 'Russ Anderson', 'Stephen Brackley', 'Gregory Chase', 'Bill Curry', 'Cyrus Farmer', 'Brian McElroy', ""Brad O'Hare"", 'Nikos Psarras', 'Sendhil Ramamurthy', 'David Lee Russek', 'Victor Slezak', 'Marcus Smythe', 'Michael Swan', 'John Thaddeus', 'Jack White', 'James Kukinski', 'Aaron Mullins', 'Alan Hasnas', 'Jesse Shafer', 'Brian Flanagan', 'David Leon', 'Troy Meyers', 'Matthew Shepard', 'Clarke Jackson', 'Daniel Passaro', 'Rene Woolley', 'Mark Johannes', 'Johnny Tyronne', 'Linda Cook', 'Liesl Ehardt', 'Sophie Hayden', 'Caralyn Kozlowski', 'Kathleen McNenny', 'Erika Thomas', 'Becki Newton', 'Allison Hirschlag', 'Amanda Serkasevich', 'Holly Cate', 'Sara Surrey', 'Don Briscoe', 'Alison Hills', 'Richard Council', 'Antonie Knoppers', 'Robert Dionne', 'Susan Drumm', 'Sarah Avery', 'Anne Marie Stefani', 'Catherine Cooper', 'Cori Zimmer']",null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
107,tt1711478,No Excuses,No Excuses,null,episode,2002,null,null,null,[u'Germany:48'],[u'Color'],"[u'Crime', u'Drama']",[u'English'],null,"[u'Canada', u'USA']",['Marc Levin'],"['Richard Stratton', 'Lois Johnson', 'Bruce Zimmerman']","['Rob Morrow', 'Scott Cohen', 'Erika Alexander', 'Michelle Nolden', 'Kate Greenhouse', 'Hector Elizondo', 'Simon Reynolds', 'Lyriq Bent', 'Nazneen Contractor', 'Rudy Webb', 'Jackie Richardson', 'Bruce Clayton', 'Sugith Varughese', 'Shant Srabian', 'Michael Rhoades']",null,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,tt1770659,Survivorman,Survivorman,null,tv series,2004,8.3,null,5566,[u'44'],[u'Color'],"[u'Documentary', u'Adventure']",[u'English'],"[u'Survivalist Les Stroud places himself in unique survival situations. In each challenge he demonstrates how one might survive alone in a remote location with minimal supplies until being rescued. Finding food, water, and materials to make fire and shelter pose the main challenge of each episode. Les not only needs to survive for a week with no supplies, but he must film everything himself, dragging 50 pounds of camera gear and batteries every inch of the way. Armed with a unique one-person camera rig and an abundance of wry humor, Les documents his struggles to overcome seemingly insurmountable obstacles in climates as diverse as the Costa Rican rainforest, Georgia swampland, high Sonoran desert and Arctic ice floes.', u'No food, no shelter, no fresh water - one man alone in the wild for seven days with only his wits and stamina to sustain him.']",[u'Canada'],['Les Stroud'],['Les Stroud'],['Les Stroud'],null,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,tt1774428,Abort the Mission,Abort the Mission,null,episode,2006,null,null,null,null,null,"[u'Drama', u'Romance']",null,null,null,null,null,"['Gloria Alexandra', 'Alfredo Brito', 'Isabella Buenfil', 'Kelli Mandruk', 'Mabel Pantaleon', 'Julian Salazar', 'Tatiana Sarasty']",null,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110,tt1805165,When the Cat's Away,When the Cat's Away,null,episode,1987,null,null,null,null,[u'Color'],"[u'Animation', u'Action', u'Sci-Fi']",[u'English'],[u'Overlord is captured; both the Black Widows and the United Nations squabble over the future of their organizations.'],[u'USA'],"['Pierre DeCelles', 'Georges Grammat']",null,"['Michael Bell', 'Denny Delk', 'Dan Gilvezan', 'Mona Marshall', 'Hal Rayle', 'Neil Ross', 'Frank Welker']",null,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
111,tt1999137,Episode dated 10 July 2000,Episode dated 10 July 2000,null,episode,2000,null,null,null,null,null,"[u'Music', u'Comedy']",null,null,null,null,null,null,null,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,tt2178598,How California Harvests Wheat,How California Harvests Wheat,null,movie,1917,null,null,null,null,[u'Black and White'],"[u'Documentary', u'Short']",null,null,[u'USA'],['Burton Holmes'],null,null,null,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
113,tt2298481,Norma,Norma,null,movie,1977,null,null,null,null,[u'Black and White'],null,null,null,[u'Netherlands'],['Martin Lagestee'],['Dick Maas'],"['Jules Hamel', 'Geert de Jong', 'Lou Steenbergen']",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
